Idx_Sample,(W/C) [Water/Cement ratio]	,[CEM]Cement content	,[F/C] Factor Fine/Coarse (*),Fine Rec Agg % (**)	,Coarse Rec Agg % (***),RAg.T [Recycled Aggregates Types] (****)
20979,75,220,5,0,50,0
20980,75,220,5,0,50,1
20981,75,220,5,0,70,0
20982,75,220,5,0,70,1
20983,75,220,5,0,80,0
20984,75,220,5,0,80,1
20985,75,220,5,0,100,0
20986,75,220,5,0,100,1
20987,75,220,5,20,0,0
20988,75,220,5,20,0,1
20989,75,220,5,20,20,0
20990,75,220,5,20,20,1
20991,75,220,5,20,30,0
20992,75,220,5,20,30,1
20993,75,220,5,20,50,0
20994,75,220,5,20,50,1
20995,75,220,5,20,70,0
20996,75,220,5,20,70,1
20997,75,220,5,20,80,0
20998,75,220,5,20,80,1
20999,75,220,5,20,100,0
21000,75,220,5,20,100,1
21001,75,220,5,30,0,0
21002,75,220,5,30,0,1
21003,75,220,5,30,20,0
21004,75,220,5,30,20,1
21005,75,220,5,30,30,0
21006,75,220,5,30,30,1
21007,75,220,5,30,50,0
21008,75,220,5,30,50,1
21009,75,220,5,30,70,0
21010,75,220,5,30,70,1
21011,75,220,5,30,80,0
21012,75,220,5,30,80,1
21013,75,220,5,30,100,0
21014,75,220,5,30,100,1
21015,75,220,5,50,0,0
21016,75,220,5,50,0,1
21017,75,220,5,50,20,0
21018,75,220,5,50,20,1
21019,75,220,5,50,30,0
21020,75,220,5,50,30,1
21021,75,220,5,50,50,0
21022,75,220,5,50,50,1
21023,75,220,5,50,70,0
21024,75,220,5,50,70,1
21025,75,220,5,50,80,0
21026,75,220,5,50,80,1
21027,75,220,5,50,100,0
21028,75,220,5,50,100,1
21029,75,220,5,70,0,0
21030,75,220,5,70,0,1
21031,75,220,5,70,20,0
21032,75,220,5,70,20,1
21033,75,220,5,70,30,0
21034,75,220,5,70,30,1
21035,75,220,5,70,50,0
21036,75,220,5,70,50,1
21037,75,220,5,70,70,0
21038,75,220,5,70,70,1
21039,75,220,5,70,80,0
21040,75,220,5,70,80,1
21041,75,220,5,70,100,0
21042,75,220,5,70,100,1
21043,75,220,5,80,0,0
21044,75,220,5,80,0,1
21045,75,220,5,80,20,0
21046,75,220,5,80,20,1
21047,75,220,5,80,30,0
21048,75,220,5,80,30,1
21049,75,220,5,80,50,0
21050,75,220,5,80,50,1
21051,75,220,5,80,70,0
21052,75,220,5,80,70,1
21053,75,220,5,80,80,0
21054,75,220,5,80,80,1
21055,75,220,5,80,100,0
21056,75,220,5,80,100,1
21057,75,220,5,100,0,0
21058,75,220,5,100,0,1
21059,75,220,5,100,20,0
21060,75,220,5,100,20,1
21061,75,220,5,100,30,0
21062,75,220,5,100,30,1
21063,75,220,5,100,50,0
21064,75,220,5,100,50,1
21065,75,220,5,100,70,0
21066,75,220,5,100,70,1
21067,75,220,5,100,80,0
21068,75,220,5,100,80,1
21069,75,220,5,100,100,0
21070,75,220,5,100,100,1
21071,75,240,0,0,0,0
21072,75,240,0,0,0,1
21073,75,240,0,0,20,0
21074,75,240,0,0,20,1
21075,75,240,0,0,30,0
21076,75,240,0,0,30,1
21077,75,240,0,0,50,0
21078,75,240,0,0,50,1
21079,75,240,0,0,70,0
21080,75,240,0,0,70,1
21081,75,240,0,0,80,0
21082,75,240,0,0,80,1
21083,75,240,0,0,100,0
21084,75,240,0,0,100,1
21085,75,240,0,20,0,0
21086,75,240,0,20,0,1
21087,75,240,0,20,20,0
21088,75,240,0,20,20,1
21089,75,240,0,20,30,0
21090,75,240,0,20,30,1
21091,75,240,0,20,50,0
21092,75,240,0,20,50,1
21093,75,240,0,20,70,0
21094,75,240,0,20,70,1
21095,75,240,0,20,80,0
21096,75,240,0,20,80,1
21097,75,240,0,20,100,0
21098,75,240,0,20,100,1
21099,75,240,0,30,0,0
21100,75,240,0,30,0,1
21101,75,240,0,30,20,0
21102,75,240,0,30,20,1
21103,75,240,0,30,30,0
21104,75,240,0,30,30,1
21105,75,240,0,30,50,0
21106,75,240,0,30,50,1
21107,75,240,0,30,70,0
21108,75,240,0,30,70,1
21109,75,240,0,30,80,0
21110,75,240,0,30,80,1
21111,75,240,0,30,100,0
21112,75,240,0,30,100,1
21113,75,240,0,50,0,0
21114,75,240,0,50,0,1
21115,75,240,0,50,20,0
21116,75,240,0,50,20,1
21117,75,240,0,50,30,0
21118,75,240,0,50,30,1
21119,75,240,0,50,50,0
21120,75,240,0,50,50,1
21121,75,240,0,50,70,0
21122,75,240,0,50,70,1
21123,75,240,0,50,80,0
21124,75,240,0,50,80,1
21125,75,240,0,50,100,0
21126,75,240,0,50,100,1
21127,75,240,0,70,0,0
21128,75,240,0,70,0,1
21129,75,240,0,70,20,0
21130,75,240,0,70,20,1
21131,75,240,0,70,30,0
21132,75,240,0,70,30,1
21133,75,240,0,70,50,0
21134,75,240,0,70,50,1
21135,75,240,0,70,70,0
21136,75,240,0,70,70,1
21137,75,240,0,70,80,0
21138,75,240,0,70,80,1
21139,75,240,0,70,100,0
21140,75,240,0,70,100,1
21141,75,240,0,80,0,0
21142,75,240,0,80,0,1
21143,75,240,0,80,20,0
21144,75,240,0,80,20,1
21145,75,240,0,80,30,0
21146,75,240,0,80,30,1
21147,75,240,0,80,50,0
21148,75,240,0,80,50,1
21149,75,240,0,80,70,0
21150,75,240,0,80,70,1
21151,75,240,0,80,80,0
21152,75,240,0,80,80,1
21153,75,240,0,80,100,0
21154,75,240,0,80,100,1
21155,75,240,0,100,0,0
21156,75,240,0,100,0,1
21157,75,240,0,100,20,0
21158,75,240,0,100,20,1
21159,75,240,0,100,30,0
21160,75,240,0,100,30,1
21161,75,240,0,100,50,0
21162,75,240,0,100,50,1
21163,75,240,0,100,70,0
21164,75,240,0,100,70,1
21165,75,240,0,100,80,0
21166,75,240,0,100,80,1
21167,75,240,0,100,100,0
21168,75,240,0,100,100,1
21169,75,240,75,0,0,0
21170,75,240,75,0,0,1
21171,75,240,75,0,20,0
21172,75,240,75,0,20,1
21173,75,240,75,0,30,0
21174,75,240,75,0,30,1
21175,75,240,75,0,50,0
21176,75,240,75,0,50,1
21177,75,240,75,0,70,0
21178,75,240,75,0,70,1
21179,75,240,75,0,80,0
21180,75,240,75,0,80,1
21181,75,240,75,0,100,0
21182,75,240,75,0,100,1
21183,75,240,75,20,0,0
21184,75,240,75,20,0,1
21185,75,240,75,20,20,0
21186,75,240,75,20,20,1
21187,75,240,75,20,30,0
21188,75,240,75,20,30,1
21189,75,240,75,20,50,0
21190,75,240,75,20,50,1
21191,75,240,75,20,70,0
21192,75,240,75,20,70,1
21193,75,240,75,20,80,0
21194,75,240,75,20,80,1
21195,75,240,75,20,100,0
21196,75,240,75,20,100,1
21197,75,240,75,30,0,0
21198,75,240,75,30,0,1
21199,75,240,75,30,20,0
21200,75,240,75,30,20,1
21201,75,240,75,30,30,0
21202,75,240,75,30,30,1
21203,75,240,75,30,50,0
21204,75,240,75,30,50,1
21205,75,240,75,30,70,0
21206,75,240,75,30,70,1
21207,75,240,75,30,80,0
21208,75,240,75,30,80,1
21209,75,240,75,30,100,0
21210,75,240,75,30,100,1
21211,75,240,75,50,0,0
21212,75,240,75,50,0,1
21213,75,240,75,50,20,0
21214,75,240,75,50,20,1
21215,75,240,75,50,30,0
21216,75,240,75,50,30,1
21217,75,240,75,50,50,0
21218,75,240,75,50,50,1
21219,75,240,75,50,70,0
21220,75,240,75,50,70,1
21221,75,240,75,50,80,0
21222,75,240,75,50,80,1
21223,75,240,75,50,100,0
21224,75,240,75,50,100,1
21225,75,240,75,70,0,0
21226,75,240,75,70,0,1
21227,75,240,75,70,20,0
21228,75,240,75,70,20,1
21229,75,240,75,70,30,0
21230,75,240,75,70,30,1
21231,75,240,75,70,50,0
21232,75,240,75,70,50,1
21233,75,240,75,70,70,0
21234,75,240,75,70,70,1
21235,75,240,75,70,80,0
21236,75,240,75,70,80,1
21237,75,240,75,70,100,0
21238,75,240,75,70,100,1
21239,75,240,75,80,0,0
21240,75,240,75,80,0,1
21241,75,240,75,80,20,0
21242,75,240,75,80,20,1
21243,75,240,75,80,30,0
21244,75,240,75,80,30,1
21245,75,240,75,80,50,0
21246,75,240,75,80,50,1
21247,75,240,75,80,70,0
21248,75,240,75,80,70,1
21249,75,240,75,80,80,0
21250,75,240,75,80,80,1
21251,75,240,75,80,100,0
21252,75,240,75,80,100,1
21253,75,240,75,100,0,0
21254,75,240,75,100,0,1
21255,75,240,75,100,20,0
21256,75,240,75,100,20,1
21257,75,240,75,100,30,0
21258,75,240,75,100,30,1
21259,75,240,75,100,50,0
21260,75,240,75,100,50,1
21261,75,240,75,100,70,0
21262,75,240,75,100,70,1
21263,75,240,75,100,80,0
21264,75,240,75,100,80,1
21265,75,240,75,100,100,0
21266,75,240,75,100,100,1
21267,75,240,1,0,0,0
21268,75,240,1,0,0,1
21269,75,240,1,0,20,0
21270,75,240,1,0,20,1
21271,75,240,1,0,30,0
21272,75,240,1,0,30,1
21273,75,240,1,0,50,0
21274,75,240,1,0,50,1
21275,75,240,1,0,70,0
21276,75,240,1,0,70,1
21277,75,240,1,0,80,0
21278,75,240,1,0,80,1
21279,75,240,1,0,100,0
21280,75,240,1,0,100,1
21281,75,240,1,20,0,0
21282,75,240,1,20,0,1
21283,75,240,1,20,20,0
21284,75,240,1,20,20,1
21285,75,240,1,20,30,0
21286,75,240,1,20,30,1
21287,75,240,1,20,50,0
21288,75,240,1,20,50,1
21289,75,240,1,20,70,0
21290,75,240,1,20,70,1
21291,75,240,1,20,80,0
21292,75,240,1,20,80,1
21293,75,240,1,20,100,0
21294,75,240,1,20,100,1
21295,75,240,1,30,0,0
21296,75,240,1,30,0,1
21297,75,240,1,30,20,0
21298,75,240,1,30,20,1
21299,75,240,1,30,30,0
21300,75,240,1,30,30,1
21301,75,240,1,30,50,0
21302,75,240,1,30,50,1
21303,75,240,1,30,70,0
21304,75,240,1,30,70,1
21305,75,240,1,30,80,0
21306,75,240,1,30,80,1
21307,75,240,1,30,100,0
21308,75,240,1,30,100,1
21309,75,240,1,50,0,0
21310,75,240,1,50,0,1
21311,75,240,1,50,20,0
21312,75,240,1,50,20,1
21313,75,240,1,50,30,0
21314,75,240,1,50,30,1
21315,75,240,1,50,50,0
21316,75,240,1,50,50,1
21317,75,240,1,50,70,0
21318,75,240,1,50,70,1
21319,75,240,1,50,80,0
21320,75,240,1,50,80,1
21321,75,240,1,50,100,0
21322,75,240,1,50,100,1
21323,75,240,1,70,0,0
21324,75,240,1,70,0,1
21325,75,240,1,70,20,0
21326,75,240,1,70,20,1
21327,75,240,1,70,30,0
21328,75,240,1,70,30,1
21329,75,240,1,70,50,0
21330,75,240,1,70,50,1
21331,75,240,1,70,70,0
21332,75,240,1,70,70,1
21333,75,240,1,70,80,0
21334,75,240,1,70,80,1
21335,75,240,1,70,100,0
21336,75,240,1,70,100,1
21337,75,240,1,80,0,0
21338,75,240,1,80,0,1
21339,75,240,1,80,20,0
21340,75,240,1,80,20,1
21341,75,240,1,80,30,0
21342,75,240,1,80,30,1
21343,75,240,1,80,50,0
21344,75,240,1,80,50,1
21345,75,240,1,80,70,0
21346,75,240,1,80,70,1
21347,75,240,1,80,80,0
21348,75,240,1,80,80,1
21349,75,240,1,80,100,0
21350,75,240,1,80,100,1
21351,75,240,1,100,0,0
21352,75,240,1,100,0,1
21353,75,240,1,100,20,0
21354,75,240,1,100,20,1
21355,75,240,1,100,30,0
21356,75,240,1,100,30,1
21357,75,240,1,100,50,0
21358,75,240,1,100,50,1
21359,75,240,1,100,70,0
21360,75,240,1,100,70,1
21361,75,240,1,100,80,0
21362,75,240,1,100,80,1
21363,75,240,1,100,100,0
21364,75,240,1,100,100,1
21365,75,240,1,0,0,0
21366,75,240,1,0,0,1
21367,75,240,1,0,20,0
21368,75,240,1,0,20,1
21369,75,240,1,0,30,0
21370,75,240,1,0,30,1
21371,75,240,1,0,50,0
21372,75,240,1,0,50,1
21373,75,240,1,0,70,0
21374,75,240,1,0,70,1
21375,75,240,1,0,80,0
21376,75,240,1,0,80,1
21377,75,240,1,0,100,0
21378,75,240,1,0,100,1
21379,75,240,1,20,0,0
21380,75,240,1,20,0,1
21381,75,240,1,20,20,0
21382,75,240,1,20,20,1
21383,75,240,1,20,30,0
21384,75,240,1,20,30,1
21385,75,240,1,20,50,0
21386,75,240,1,20,50,1
21387,75,240,1,20,70,0
21388,75,240,1,20,70,1
21389,75,240,1,20,80,0
21390,75,240,1,20,80,1
21391,75,240,1,20,100,0
21392,75,240,1,20,100,1
21393,75,240,1,30,0,0
21394,75,240,1,30,0,1
21395,75,240,1,30,20,0
21396,75,240,1,30,20,1
21397,75,240,1,30,30,0
21398,75,240,1,30,30,1
21399,75,240,1,30,50,0
21400,75,240,1,30,50,1
21401,75,240,1,30,70,0
21402,75,240,1,30,70,1
21403,75,240,1,30,80,0
21404,75,240,1,30,80,1
21405,75,240,1,30,100,0
21406,75,240,1,30,100,1
21407,75,240,1,50,0,0
21408,75,240,1,50,0,1
21409,75,240,1,50,20,0
21410,75,240,1,50,20,1
21411,75,240,1,50,30,0
21412,75,240,1,50,30,1
21413,75,240,1,50,50,0
21414,75,240,1,50,50,1
21415,75,240,1,50,70,0
21416,75,240,1,50,70,1
21417,75,240,1,50,80,0
21418,75,240,1,50,80,1
21419,75,240,1,50,100,0
21420,75,240,1,50,100,1
21421,75,240,1,70,0,0
21422,75,240,1,70,0,1
21423,75,240,1,70,20,0
21424,75,240,1,70,20,1
21425,75,240,1,70,30,0
21426,75,240,1,70,30,1
21427,75,240,1,70,50,0
21428,75,240,1,70,50,1
21429,75,240,1,70,70,0
21430,75,240,1,70,70,1
21431,75,240,1,70,80,0
21432,75,240,1,70,80,1
21433,75,240,1,70,100,0
21434,75,240,1,70,100,1
21435,75,240,1,80,0,0
21436,75,240,1,80,0,1
21437,75,240,1,80,20,0
21438,75,240,1,80,20,1
21439,75,240,1,80,30,0
21440,75,240,1,80,30,1
21441,75,240,1,80,50,0
21442,75,240,1,80,50,1
21443,75,240,1,80,70,0
21444,75,240,1,80,70,1
21445,75,240,1,80,80,0
21446,75,240,1,80,80,1
21447,75,240,1,80,100,0
21448,75,240,1,80,100,1
21449,75,240,1,100,0,0
21450,75,240,1,100,0,1
21451,75,240,1,100,20,0
21452,75,240,1,100,20,1
21453,75,240,1,100,30,0
21454,75,240,1,100,30,1
21455,75,240,1,100,50,0
21456,75,240,1,100,50,1
21457,75,240,1,100,70,0
21458,75,240,1,100,70,1
21459,75,240,1,100,80,0
21460,75,240,1,100,80,1
21461,75,240,1,100,100,0
21462,75,240,1,100,100,1
21463,75,240,5,0,0,0
21464,75,240,5,0,0,1
21465,75,240,5,0,20,0
21466,75,240,5,0,20,1
21467,75,240,5,0,30,0
21468,75,240,5,0,30,1
21469,75,240,5,0,50,0
21470,75,240,5,0,50,1
21471,75,240,5,0,70,0
21472,75,240,5,0,70,1
21473,75,240,5,0,80,0
21474,75,240,5,0,80,1
21475,75,240,5,0,100,0
21476,75,240,5,0,100,1
21477,75,240,5,20,0,0
21478,75,240,5,20,0,1
21479,75,240,5,20,20,0
21480,75,240,5,20,20,1
21481,75,240,5,20,30,0
21482,75,240,5,20,30,1
21483,75,240,5,20,50,0
21484,75,240,5,20,50,1
21485,75,240,5,20,70,0
21486,75,240,5,20,70,1
21487,75,240,5,20,80,0
21488,75,240,5,20,80,1
21489,75,240,5,20,100,0
21490,75,240,5,20,100,1
21491,75,240,5,30,0,0
21492,75,240,5,30,0,1
21493,75,240,5,30,20,0
21494,75,240,5,30,20,1
21495,75,240,5,30,30,0
21496,75,240,5,30,30,1
21497,75,240,5,30,50,0
21498,75,240,5,30,50,1
21499,75,240,5,30,70,0
21500,75,240,5,30,70,1
21501,75,240,5,30,80,0
21502,75,240,5,30,80,1
21503,75,240,5,30,100,0
21504,75,240,5,30,100,1
21505,75,240,5,50,0,0
21506,75,240,5,50,0,1
21507,75,240,5,50,20,0
21508,75,240,5,50,20,1
21509,75,240,5,50,30,0
21510,75,240,5,50,30,1
21511,75,240,5,50,50,0
21512,75,240,5,50,50,1
21513,75,240,5,50,70,0
21514,75,240,5,50,70,1
21515,75,240,5,50,80,0
21516,75,240,5,50,80,1
21517,75,240,5,50,100,0
21518,75,240,5,50,100,1
21519,75,240,5,70,0,0
21520,75,240,5,70,0,1
21521,75,240,5,70,20,0
21522,75,240,5,70,20,1
21523,75,240,5,70,30,0
21524,75,240,5,70,30,1
21525,75,240,5,70,50,0
21526,75,240,5,70,50,1
21527,75,240,5,70,70,0
21528,75,240,5,70,70,1
21529,75,240,5,70,80,0
21530,75,240,5,70,80,1
21531,75,240,5,70,100,0
21532,75,240,5,70,100,1
21533,75,240,5,80,0,0
21534,75,240,5,80,0,1
21535,75,240,5,80,20,0
21536,75,240,5,80,20,1
21537,75,240,5,80,30,0
21538,75,240,5,80,30,1
21539,75,240,5,80,50,0
21540,75,240,5,80,50,1
21541,75,240,5,80,70,0
21542,75,240,5,80,70,1
21543,75,240,5,80,80,0
21544,75,240,5,80,80,1
21545,75,240,5,80,100,0
21546,75,240,5,80,100,1
21547,75,240,5,100,0,0
21548,75,240,5,100,0,1
21549,75,240,5,100,20,0
21550,75,240,5,100,20,1
21551,75,240,5,100,30,0
21552,75,240,5,100,30,1
21553,75,240,5,100,50,0
21554,75,240,5,100,50,1
21555,75,240,5,100,70,0
21556,75,240,5,100,70,1
21557,75,240,5,100,80,0
21558,75,240,5,100,80,1
21559,75,240,5,100,100,0
21560,75,240,5,100,100,1
21561,75,260,0,0,0,0
21562,75,260,0,0,0,1
21563,75,260,0,0,20,0
21564,75,260,0,0,20,1
21565,75,260,0,0,30,0
21566,75,260,0,0,30,1
21567,75,260,0,0,50,0
21568,75,260,0,0,50,1
21569,75,260,0,0,70,0
21570,75,260,0,0,70,1
21571,75,260,0,0,80,0
21572,75,260,0,0,80,1
21573,75,260,0,0,100,0
21574,75,260,0,0,100,1
21575,75,260,0,20,0,0
21576,75,260,0,20,0,1
21577,75,260,0,20,20,0
21578,75,260,0,20,20,1
21579,75,260,0,20,30,0
21580,75,260,0,20,30,1
21581,75,260,0,20,50,0
21582,75,260,0,20,50,1
21583,75,260,0,20,70,0
21584,75,260,0,20,70,1
21585,75,260,0,20,80,0
21586,75,260,0,20,80,1
21587,75,260,0,20,100,0
21588,75,260,0,20,100,1
21589,75,260,0,30,0,0
21590,75,260,0,30,0,1
21591,75,260,0,30,20,0
21592,75,260,0,30,20,1
21593,75,260,0,30,30,0
21594,75,260,0,30,30,1
21595,75,260,0,30,50,0
21596,75,260,0,30,50,1
21597,75,260,0,30,70,0
21598,75,260,0,30,70,1
21599,75,260,0,30,80,0
21600,75,260,0,30,80,1
21601,75,260,0,30,100,0
21602,75,260,0,30,100,1
21603,75,260,0,50,0,0
21604,75,260,0,50,0,1
21605,75,260,0,50,20,0
21606,75,260,0,50,20,1
21607,75,260,0,50,30,0
21608,75,260,0,50,30,1
21609,75,260,0,50,50,0
21610,75,260,0,50,50,1
21611,75,260,0,50,70,0
21612,75,260,0,50,70,1
21613,75,260,0,50,80,0
21614,75,260,0,50,80,1
21615,75,260,0,50,100,0
21616,75,260,0,50,100,1
21617,75,260,0,70,0,0
21618,75,260,0,70,0,1
21619,75,260,0,70,20,0
21620,75,260,0,70,20,1
21621,75,260,0,70,30,0
21622,75,260,0,70,30,1
21623,75,260,0,70,50,0
21624,75,260,0,70,50,1
21625,75,260,0,70,70,0
21626,75,260,0,70,70,1
21627,75,260,0,70,80,0
21628,75,260,0,70,80,1
21629,75,260,0,70,100,0
21630,75,260,0,70,100,1
21631,75,260,0,80,0,0
21632,75,260,0,80,0,1
21633,75,260,0,80,20,0
21634,75,260,0,80,20,1
21635,75,260,0,80,30,0
21636,75,260,0,80,30,1
21637,75,260,0,80,50,0
21638,75,260,0,80,50,1
21639,75,260,0,80,70,0
21640,75,260,0,80,70,1
21641,75,260,0,80,80,0
21642,75,260,0,80,80,1
21643,75,260,0,80,100,0
21644,75,260,0,80,100,1
21645,75,260,0,100,0,0
21646,75,260,0,100,0,1
21647,75,260,0,100,20,0
21648,75,260,0,100,20,1
21649,75,260,0,100,30,0
21650,75,260,0,100,30,1
21651,75,260,0,100,50,0
21652,75,260,0,100,50,1
21653,75,260,0,100,70,0
21654,75,260,0,100,70,1
21655,75,260,0,100,80,0
21656,75,260,0,100,80,1
21657,75,260,0,100,100,0
21658,75,260,0,100,100,1
21659,75,260,75,0,0,0
21660,75,260,75,0,0,1
21661,75,260,75,0,20,0
21662,75,260,75,0,20,1
21663,75,260,75,0,30,0
21664,75,260,75,0,30,1
21665,75,260,75,0,50,0
21666,75,260,75,0,50,1
21667,75,260,75,0,70,0
21668,75,260,75,0,70,1
21669,75,260,75,0,80,0
21670,75,260,75,0,80,1
21671,75,260,75,0,100,0
21672,75,260,75,0,100,1
21673,75,260,75,20,0,0
21674,75,260,75,20,0,1
21675,75,260,75,20,20,0
21676,75,260,75,20,20,1
21677,75,260,75,20,30,0
21678,75,260,75,20,30,1
21679,75,260,75,20,50,0
21680,75,260,75,20,50,1
21681,75,260,75,20,70,0
21682,75,260,75,20,70,1
21683,75,260,75,20,80,0
21684,75,260,75,20,80,1
21685,75,260,75,20,100,0
21686,75,260,75,20,100,1
21687,75,260,75,30,0,0
21688,75,260,75,30,0,1
21689,75,260,75,30,20,0
21690,75,260,75,30,20,1
21691,75,260,75,30,30,0
21692,75,260,75,30,30,1
21693,75,260,75,30,50,0
21694,75,260,75,30,50,1
21695,75,260,75,30,70,0
21696,75,260,75,30,70,1
21697,75,260,75,30,80,0
21698,75,260,75,30,80,1
21699,75,260,75,30,100,0
21700,75,260,75,30,100,1
21701,75,260,75,50,0,0
21702,75,260,75,50,0,1
21703,75,260,75,50,20,0
21704,75,260,75,50,20,1
21705,75,260,75,50,30,0
21706,75,260,75,50,30,1
21707,75,260,75,50,50,0
21708,75,260,75,50,50,1
21709,75,260,75,50,70,0
21710,75,260,75,50,70,1
21711,75,260,75,50,80,0
21712,75,260,75,50,80,1
21713,75,260,75,50,100,0
21714,75,260,75,50,100,1
21715,75,260,75,70,0,0
21716,75,260,75,70,0,1
21717,75,260,75,70,20,0
21718,75,260,75,70,20,1
21719,75,260,75,70,30,0
21720,75,260,75,70,30,1
21721,75,260,75,70,50,0
21722,75,260,75,70,50,1
21723,75,260,75,70,70,0
21724,75,260,75,70,70,1
21725,75,260,75,70,80,0
21726,75,260,75,70,80,1
21727,75,260,75,70,100,0
21728,75,260,75,70,100,1
21729,75,260,75,80,0,0
21730,75,260,75,80,0,1
21731,75,260,75,80,20,0
21732,75,260,75,80,20,1
21733,75,260,75,80,30,0
21734,75,260,75,80,30,1
21735,75,260,75,80,50,0
21736,75,260,75,80,50,1
21737,75,260,75,80,70,0
21738,75,260,75,80,70,1
21739,75,260,75,80,80,0
21740,75,260,75,80,80,1
21741,75,260,75,80,100,0
21742,75,260,75,80,100,1
21743,75,260,75,100,0,0
21744,75,260,75,100,0,1
21745,75,260,75,100,20,0
21746,75,260,75,100,20,1
21747,75,260,75,100,30,0
21748,75,260,75,100,30,1
21749,75,260,75,100,50,0
21750,75,260,75,100,50,1
21751,75,260,75,100,70,0
21752,75,260,75,100,70,1
21753,75,260,75,100,80,0
21754,75,260,75,100,80,1
21755,75,260,75,100,100,0
21756,75,260,75,100,100,1
21757,75,260,1,0,0,0
21758,75,260,1,0,0,1
21759,75,260,1,0,20,0
21760,75,260,1,0,20,1
21761,75,260,1,0,30,0
21762,75,260,1,0,30,1
21763,75,260,1,0,50,0
21764,75,260,1,0,50,1
21765,75,260,1,0,70,0
21766,75,260,1,0,70,1
21767,75,260,1,0,80,0
21768,75,260,1,0,80,1
21769,75,260,1,0,100,0
21770,75,260,1,0,100,1
21771,75,260,1,20,0,0
21772,75,260,1,20,0,1
21773,75,260,1,20,20,0
21774,75,260,1,20,20,1
21775,75,260,1,20,30,0
21776,75,260,1,20,30,1
21777,75,260,1,20,50,0
21778,75,260,1,20,50,1
21779,75,260,1,20,70,0
21780,75,260,1,20,70,1
21781,75,260,1,20,80,0
21782,75,260,1,20,80,1
21783,75,260,1,20,100,0
21784,75,260,1,20,100,1
21785,75,260,1,30,0,0
21786,75,260,1,30,0,1
21787,75,260,1,30,20,0
21788,75,260,1,30,20,1
21789,75,260,1,30,30,0
21790,75,260,1,30,30,1
21791,75,260,1,30,50,0
21792,75,260,1,30,50,1
21793,75,260,1,30,70,0
21794,75,260,1,30,70,1
21795,75,260,1,30,80,0
21796,75,260,1,30,80,1
21797,75,260,1,30,100,0
21798,75,260,1,30,100,1
21799,75,260,1,50,0,0
21800,75,260,1,50,0,1
21801,75,260,1,50,20,0
21802,75,260,1,50,20,1
21803,75,260,1,50,30,0
21804,75,260,1,50,30,1
21805,75,260,1,50,50,0
21806,75,260,1,50,50,1
21807,75,260,1,50,70,0
21808,75,260,1,50,70,1
21809,75,260,1,50,80,0
21810,75,260,1,50,80,1
21811,75,260,1,50,100,0
21812,75,260,1,50,100,1
21813,75,260,1,70,0,0
21814,75,260,1,70,0,1
21815,75,260,1,70,20,0
21816,75,260,1,70,20,1
21817,75,260,1,70,30,0
21818,75,260,1,70,30,1
21819,75,260,1,70,50,0
21820,75,260,1,70,50,1
21821,75,260,1,70,70,0
21822,75,260,1,70,70,1
21823,75,260,1,70,80,0
21824,75,260,1,70,80,1
21825,75,260,1,70,100,0
21826,75,260,1,70,100,1
21827,75,260,1,80,0,0
21828,75,260,1,80,0,1
21829,75,260,1,80,20,0
21830,75,260,1,80,20,1
21831,75,260,1,80,30,0
21832,75,260,1,80,30,1
21833,75,260,1,80,50,0
21834,75,260,1,80,50,1
21835,75,260,1,80,70,0
21836,75,260,1,80,70,1
21837,75,260,1,80,80,0
21838,75,260,1,80,80,1
21839,75,260,1,80,100,0
21840,75,260,1,80,100,1
21841,75,260,1,100,0,0
21842,75,260,1,100,0,1
21843,75,260,1,100,20,0
21844,75,260,1,100,20,1
21845,75,260,1,100,30,0
21846,75,260,1,100,30,1
21847,75,260,1,100,50,0
21848,75,260,1,100,50,1
21849,75,260,1,100,70,0
21850,75,260,1,100,70,1
21851,75,260,1,100,80,0
21852,75,260,1,100,80,1
21853,75,260,1,100,100,0
21854,75,260,1,100,100,1
21855,75,260,1,0,0,0
21856,75,260,1,0,0,1
21857,75,260,1,0,20,0
21858,75,260,1,0,20,1
21859,75,260,1,0,30,0
21860,75,260,1,0,30,1
21861,75,260,1,0,50,0
21862,75,260,1,0,50,1
21863,75,260,1,0,70,0
21864,75,260,1,0,70,1
21865,75,260,1,0,80,0
21866,75,260,1,0,80,1
21867,75,260,1,0,100,0
21868,75,260,1,0,100,1
21869,75,260,1,20,0,0
21870,75,260,1,20,0,1
21871,75,260,1,20,20,0
21872,75,260,1,20,20,1
21873,75,260,1,20,30,0
21874,75,260,1,20,30,1
21875,75,260,1,20,50,0
21876,75,260,1,20,50,1
21877,75,260,1,20,70,0
21878,75,260,1,20,70,1
21879,75,260,1,20,80,0
21880,75,260,1,20,80,1
21881,75,260,1,20,100,0
21882,75,260,1,20,100,1
21883,75,260,1,30,0,0
21884,75,260,1,30,0,1
21885,75,260,1,30,20,0
21886,75,260,1,30,20,1
21887,75,260,1,30,30,0
21888,75,260,1,30,30,1
21889,75,260,1,30,50,0
21890,75,260,1,30,50,1
21891,75,260,1,30,70,0
21892,75,260,1,30,70,1
21893,75,260,1,30,80,0
21894,75,260,1,30,80,1
21895,75,260,1,30,100,0
21896,75,260,1,30,100,1
21897,75,260,1,50,0,0
21898,75,260,1,50,0,1
21899,75,260,1,50,20,0
21900,75,260,1,50,20,1
21901,75,260,1,50,30,0
21902,75,260,1,50,30,1
21903,75,260,1,50,50,0
21904,75,260,1,50,50,1
